id,tweet,sentimen,pos_words,neg_words
8259,cepat sembuh sayang aku akan selalu berdoa dan setia menungumu… (w/ at rs mitra keluarga depok) —,,,
8260,hi teman saya nih cakap anak metropolitan mal icon barunya monair di folowyah ;),,,
8261,aku kangen kamu yang perhatian bukan kamu yang cuek (� '� '�)�,,,
8262,sudah hari lebih lho kamu dialam sna:( kangen sma kamu yang suka perhatian sma aku♥☹,,,
8263,besok ka :-) subhanalah itu indah sangat :') kapan bisa cepet2 kesana kapan :'d,,,
8264,alhamdulilah selamat buka :) dcost seafod) [pic]:,,,
8265,oke beb {} iya sms jak jangan lama lama kecepian ni :p uda: “,,,
8266,ini lama syekali penuhnya kan capai tahu nungunya :i,,,
8267,nga bersahabat sangat sih ujanya hancur semuanya (� �),,,
8268,iya bay lagi stres nh doi kasih smnagat dulu lah biar tidak-give up,,,
8269,sekedarnya saja agar harapan tak muncul kembali dan menyesakan dada :),,,
8270,niatnya sih mau nonton fast6 etapi kita mba2 xi nya maf ini kategori dewasa kl… (w/ at —,,,
8271,kamar bau sangat setan jir wkwkwk parah dira,,,
8272,hapy b'day nazwa putri frizka semoga panjang umur yah mkin pintar sehat sekolah yang rajin sayangin ade'a 8th,,,
8273,memang saya bukan teman sekolah sedih dilupakn :'(,,,
8274,iya la itu ngeri sangat di lt hahahaha hebat juga bisa pindah balkon begitu :p,,,
8275,prosesnye panjang,,,
8276,haha sibuk sangat ye tay !,,,
8277,widih berasa kaya ngeredit saja saya suruh bayar parah kan qabul,,,
8278,#cancer: move on yuk! jangan berikan air matamu untuk orang yang tak pantas kautangisi,,,
8279,kenapa setiap itu orang beli barang ada saja yang rusak yang bikin bolak-balik kerja :'|,,,
8280,ais kita dman saja dulu ya aku banyak dapat info tapi gatau fake atau memang benar dman ya cak,,,
8281,ku tak pernah merasa resah sebelumnya karena tutupi rasa yang ada seandainya dia tahu mungkinkah tetap percaya kuakui aku salah #sampaikanmaf,,,
8282,bahasa kamu alay tidak-ngerti saya :p sugab ye beng fast n furious gokil,,,
8283,hahahaha aduh -_- daripada bingung mending bikin sendiri lebih enak wkwk abis saya bingung ditukang potocopy juga tidak-ada mas,,,
8284,iya sayangku kaka cantik aku sudah invite linenya ignya ktalk belum tingal dinvitebck sama diflwbck ya:-),,,
8285,selamat pagi selamat berhari mingu,,,
8286,ini kecewa gakan bisa kamu bayar dengan kata maf,,,
8287,sedih liat rambut rontok - -,,,
8288,hi shopaholic ! check favorited kita ya! diskon al items murah meriah aksesories butik berkualitas tingi!,,,
8289,bro di sevel sampai jam berapa saya takut macet,,,
8290,ciye perhatian sampai tahu aku imut dasar so imut ! ciye kepo! (cont),,,
8291,pulang pulang masih saja ngampus haha kampus sepi sekali ini,,,
8292,i'm at rumah sakit ibu dan anak dokter joko (karawang jawa barat),,,
8293,sebuah kelas akuntansi yang dalam hari meraih gelar bergengsi salut buat kita semua,,,
8294,bohong apa lagi sih bep~ aku tidak-mengerti apadeh,,,
8295,hapy birthday! > < jangan lupa sama neuftrois yawn! teraktir harus! semoga hasil un nya memuaskan bro:),,,
8296,loh yasudah kalian sudah memberikan yang terbaik :) semangat!,,,
8297,hei join yuk kuis giftnya kece loh t-shirt crazy mofos dari #tmh_id9month,,,
8298,ciye u cepat nikah ya ndi saya dikasih baju seragam hahaha ke kali ke hari ♥,,,
8299,sabar ya : cuek sekcuek-cueknya,,,
8300,malam adik kece,,,
8301,iya nanti ∂� temani sabar ya sudah kebelet ya � � � � ☺,,,
8302,rese tapi kece mhihihi telaktil aku dong ka :9 hahaha sialan kamu ah de! thanks ya sayang,,,
8303,so jadilah ce nakal yang kaya :) cowok semakin kaya semakin nakal cewek semakin nakal semakin kaya,,,
8304,nungu si gigi -_- lama sekali warkop tikungan),,,
8305,jauh,,,
8306,kankan kaega mah suka geje loh oke,,,
8307,males benar �(�)� ohgitu kirain ikutin aku :p akbar bm saya mengajak ke rumah neni semalam,,,
8308,yampun sesak kayaknya itu putus pas aniv satu tahun:'d hahah,,,
8309,kemeren2 saya itu sakit masih bisa kan,,,
8310,neng folback sih parah benar ☹ tidak-tidak-lagi deh takut kejadian lagi cukup sekali d'keluarin sma dosen amin,,,
8311,yah itu kamu gampang ckckckc :-),,,
8312,yang cakap banyak yang setia sedikit ( �),,,
8313,pukpuk sial wkwk sudah terlanjur ngo :d sudah tadu kontrak wkwkw,,,
8314,nyapu ngepel cucian piring jemuran sudah belum enak saja nih si ijah hahahaha,,,
8315,biasa saja iya hitam tapi beda sekali sma pas tk ra _,,,
8316,aneh deh saya masa kimia tuntas saya rasa iba deh dia ama saya,,,
8317,nah itu pintar di praktekin ya jangan cuma iya saja iya iya mi kalau kata kamu sih tegas,,,
8318,kadang suka iri dengan mereka yang bisa ngebahagiain doinya -_- kapan saya bisa kaya begitu ya,,,
8319,oke ditungu iky besok saya baru masang paket dil rizqi_p kirimkan foto saya yang pas renang di b kamu ki,,,
8320,sudah cukup sabar x yu sabar le :d hidup sudah ky di penjara begini salah,,,
8321,gosip wae mba mba bahwasahnya dm hanya 140karakter itu tidak-cukup tidak-bisa gosip,,,
8322,mintak sama bos ramen oleh2 ngelirik ke kiri tas ransel sudah rapi i realy ready to vacation ! a,,,
8323,berkati & lancarkan tuhan (with irma at rumah sakit pondok indah) —,,,
8324,oke oke oke kalau folowing kamu folow dwita langsung unfol!,,,
8325,ecie{} kamu juga cantik ko yang :d ehsalah maksudnya ganteng :d memang cantik yang :d,,,
8326,yang tua itu mameng yang tua itu ibu2 penjaga kos :p yang tua itu saingan elululutuh :p,,,
8327,bo #cners senyum paling manis itu miliknya,,,
8328,ayo buruan cepat,,,
8329,terua salah saya kuping saya negeri kali tidak-swasta (�✣�) (cont),,,
8330,get well soon ya harus semangat lagi buat nanti{},,,
8331,i'm at pasar kebayoran lama (jakarta selatan dki jakarta) w/ others,,,
8332,sekarang kimcil lebih bahaya : lha wie ngerti nok jare : arep ngejak au golek kimcil ahaha,,,
8333,terimakasih sudah folbek ayo coba keren dengan androidmu dptkan 7socmedia fiture2nya fre dwld: � salam,,,
8334,mantap,,,
8335,selamat pagi mingu - - (at papango i d no tg priok jak-ut) —,,,
8336,yah aku tidak-kebagian donk fika kenyang saya jadi ingin minum ovaltin sama makan roti bakar,,,
8337,telah lama aku bertahan demi cinta wujudkan sbuah harapan namun kurasa cukup ku menungu semua rasa tlah hilang,,,
8338,belum per panjang paket nye tuh mau ganti nomer kita nya cus ah nanti keburu badai tahu,,,
8339,aku sekarang lagi mod saja on tapi nanti kalau sudah badmod males sangat on ka kamu jaga ksehatan yah ganteng sayang kamu lofyu :),,,
8340,memang kata lau bisa ini laptop kalau mau mati bilangbilang dulu apa-_-,,,
8341,di mobil tidak-ada suara musik tuh aneh � (at trafic oh trafic ) —,,,
8342,kalau anak sekolah matre sih wajar aja( ) lohaha #tanyasimi menurut kakak cewek matre itu wajar tidak-sih,,,
8343,h sudah dijual abis jatuh tidak-enak lagi dipakai wkwkwk buat biaya renov pesantren y:-),,,
8344,cinta ini milik kita <3,,,
8345,sama sama sayang : rt amin ! makasih my sexysita<3rt hapy aniv cita longlast~,,,
8346,jangan begitu nanti saya blon benar hahahah orin blon tidak-selesai hahaha,,,
8347,seperti itulah kenapa emgnya si itu lagi boro� senang </3 kenapa kamu teh lagi,,,
8348,josh ditawarin varsity monster university baru tidak-marah lagi -_- matrelah-_-,,,
8349,bad day asli sebal sekali saya,,,
8350,sumpah susah sekali untuk cari jersey mu home cari kemana lagi nih,,,
8351,di bawah langit musim semi penuh warna kamu mulai berjalan sendirian,,,
8352,bocah ababil kaya kamu mah mati saja pinjam duit ko maksa !,,,
8353,aku bukan memaksa aku hanya ingin bertahan iya dan aku hanya ingin denganmu :',,,
8354,jir berarti saya setan,,,
8355,kesambet langsung diam seketika kalau sama kamu mah ogah lembut :p niawan_indra: st,,,
8356,gret (y) hopefuly i'm not pakai my life is beautiful but amazing urwelcome ;) please try oke pakai your,,,
8357,download lagu di 4shared tidak-enak ada aplikasi lain tidak-buat download,,,
8358,pulang ahaydeu tungu saya kembali:d sudah lama tidak-tertawa terbahak-bahak bareng :( kang,,,
8359,hasyemeleh - - si autis tiada tara haha -> � si celana korea ;) mana yang cantik mi - - heh,,,
8360,mataharinya bikin pusing - -,,,
8361,kalau saya lagi stres mukulin kalau lagi stres cewek curhat/karaoke gokil/ cuci mata di mal #kamuscewek,,,
8362,uas tadi sih alhamdulilah lancar tapi masih ada tugas take home pak diat kalau kasih tugas tidak-nangung2 i like it semoga berkah ilmunya;),,,
8363,tidak-kesal kan �,,,
8364,maf � lama :),,,
8365,david stres deh nge line ngirim emoji yang lagi sikat lantai ! hahaha,,,
8366,barca menang satnya tidur cantik dulu selamat tidur ♥,,,
8367,berbagi cerita kita kam malem-malem cerita cerita cantik haha :-p,,,
8368,namanya juga mantan kalau _ itu wajar �,,,
8369,untung bangun haha,,,
8370,memasuki daerah minim signal -_- cluster pesona coatesvile),,,
8371,nasi cukup untuk orang malah diabisin sendiri hahah,,,
8372,iya ramein ramai di wem ken nanti jangan kerumah saya ke wem saja,,,
8373,#sharepictchibi at keren tvri :) tag,,,
8374,ada ya orang kaya begitu sudah di baikin mala nyolot aut kamu dari khidupan saya,,,
8375,kalau lagi pergi sama patjar obrolan yang serius itu cuma ada ketika dijalan lagi suntuk tetiba saja omongin gedung buat merit nanti :'),,,
8376,asik sudah nimas sama kakak asrawan asrwan itu kan kece berad,,,
8377,tadu saya tidak-mengerjakan tugas bahas indo-_- disuruh mengerjakan dimusolah untung pas selesai-_- tadu beli minum juga lagi!:d wkwk,,,
8378,aduh memang wajib ya ! kalau wajib itu di perundang-undangan mana ya kok saya pas belajar hukum tidak-temu terbahak-bahak,,,
8379,sudah lama -_- folowed bang :),,,
8380,memang yang benar nongton ya bang bukan nonton abis nongton fast ternyata ada dwayne johnson ama vin diesel juga,,,
8381,woilah mbak naik motor meluk cowoknya erat sekali bolong sudah itu pungung cowoknya - -,,,
8382,gp tahu kan deh gede kita bgulu janah halus jadi anak belani hahaha jangan pelgi tendilian nanti kamu dculik beli tendili lah h,,,
8383,syukur thankful syukur thankful <3 (at bulevar hijau kota harapan indah) —,,,
8384,belum seru main tweter :(,,,
8385,rico ini sibuk kaliyart rabu jangan jumpa biar saja selasa kemarin jadi perjumpan yang terakhir~,,,
8386,kalau ada masalah coba lah bicara baik-baik jangan langsung teriak pakai emosi ingat sayang pacar kan,,,
8387,:o itu ade saya heh! memang benar enak saja lu! danu modus mele sudah minum,,,
8388,nah itu tahu udar ider kale di ui hahaha aduh enak amat (✣� _✣�) lanjut kuliah,,,
8389,yaelah engkong tile senang bet si doel pulang haha,,,
8390,terlalu berharga untuk dipisahkan namun terlalu indah untuk dipertemukan haha,,,
8391,awas ke tubruk motor;p nga orang the tubruk sih -_- kaya kopi tuh terima saja goceng 5ren,,,
8392,selama 15thn tingal disabeni rumah deketan sama masjid baru dengar uang tromol diambil ampuni dosanya yalah pertama dan terakhir ya,,,
8393,yang penting dapat warisan ae wkwkwk,,,
8394,gantian saja deh aku yang jagain lilinya kamu liar sana ke rumah2 hehe,,,
8395,tbtb ngatain saya sombong situ apa ╮(‾�‾ )╭,,,
8396,maf kalau ada yang salah paham :),,,
8397,cari atuh sebagai anak kicau mania harus semangat belum ada manuknya murai dong,,,
8398,butuh waktu yang panjang untuk membangun kepercayan tapi hanya beberapa detik untuk menghancurkanya,,,
8399,elehrt oke bye!rt apamah si gj iya mahrt oh git,,,
8400,sip iya amin :) makasih :) robi_hidayat memang sakit ambil hikmah dari ini semua ana do'ain semoga lekas sembuh,,,
8401,lebih baik telanjangin saya atau cemen ah cemen ah heh bangsat! ketemu saya,,,
8402,mari liat om joe taslim bulat mari liat si om2 ganteng di fast and… (w/ fachrurozi at xl kalibata mal) —,,,
8403,vin sudah dibaca benar,,,
8404,nengokin raya rs haji jakarta w/ others),,,
8405,bet nik haha ingin sangat dperhatin saya tetap saja lw perhatian sama saya haha,,,
8406,andaikan nanti pas pelajaran olahraga tidak-ngapa2in enak tuh pasti,,,
8407,motor simpen di stasiun aman kan oceh :) nanti anterin aku ke cicendo yaps samb,,,
8408,yang persiapan siapa yang bawa lama tidak-ya,,,
8409,mata lelah minta ditidurin~ [pic] —,,,
8410,bong sekali tidak-punya tv & ; ^& saya tersingung nih yol di kost saya kaga ada saya benar huh ! :-&,,,
8411,thanks for today sayang seharian ful sama kamu♥,,,
8412,haha enga ko nda tetap cantik yo:3,,,
8413,buat parat fans novita jangan lemas angp saja si ijan patin itu menang karena kasihan kita lihtnya,,,
8414,sajak kemarahan ~ selesai! (�^� �),,,
8415,tidur ajalahya sepi juga bm hoam~,,,
8416,makasih ;) anak baik -� pulang kerja � ganti baju � pergi lagi -_-,,,
8417,haha saya tahu pa kamu lagi senang iyak,,,
8418,markipul (at menara prima mega kuningan) —,,,
8419,selamat pagi! selamat beraktivitas semua :),,,
8420,kalau sayang dan sudah dideketin jangan munafik seakan kamu tidak-sayang,,,
8421,sriwijawa harus menang tapi gag mungkin waktu nya sudah 87menit kepsmile saja oke,,,
8422,pura pura mati,,,
8423,pas main games yang tali o ow :o,,,
8424,kakak kamu birthday hapy birthday ya ka olis makin cantik makin baik makin segalanya deh sukses ya amin pin mu berapa kak kgn :(,,,
8425,gaya apa saja yang penting foto (at bdms - head ofice grha baramulti) [pic] —,,,
8426,kakak cowok lebih enak punya kakak cowok atau kakak cewek #j |,,,
8427,duh ileh neng munapik benar jadi orang-_-,,,
8428,si ulfah lama sangat replay mention gua! fah buru balas kek elah (✣�_✣ ),,,
8429,perumpaman nya tidak-enek dede kecil,,,
8430,maklum kelas kece haha:d ratarata berapa kamu jo rt ngenes keren dong rata-rata ranking haha,,,
8431,kan jadi beda suasana he salah beli pengharum ruangan walah (/ \),,,
8432,kaya penjara disini,,,
8433,salah satu guru ibu pulin tidak-tahan juga ingin belajar ala… (w/ at sma tarakanita 1) [pic] —,,,
8434,merayakan ulang tahun papah :p (at hanamasa - pondok indah mal) —,,,
8435,kaya kamu tidak-pernah galau saja wang-_-,,,
8436,masih kurang satu personil tangcity mal,,,
8437,di depan mes insya alah ikhlas niat ku baik ko :) hehe yang tadinya mau nonton futsal saja sampai tidak-jadi,,,
8438,inbox penuh haha,,,
8439,oke kamu tidak-teman kamu sama saya,,,
8440,yah yaudah deh aku lagi butuh teman sebanyak2nya buat ngelupain sakit hatinya aku ini :'),,,
8441,selamat pagi dan selamat tidur !,,,
8442,besok kerja terus siapa lagi yang bisa buat saya semangat,,,
8443,w tidak-mau ☂�⒰ kamu harus nepatin janji kamu ! kalau ga! w bakal benci lo! sampai slama nya,,,
8444,kirakira celengan sudah cukup belum ya buat beli sepeda :|,,,
8445,ywdah bagi lemak dong biar saya gendut hehe iye-_-gausah pakai memang kamu gendut mir,,,
8446,boleh bicara kasar tidak-!,,,
8447,galau terus beb haks haks cukup saya read saja,,,
8448,tidak-lah kalau yang ori mah tidak-berani ngecat ulang saya ha pengen sf soalny sudah ad inf justice saya biar ada sodaranya doi ha,,,
8449,kamu melihat aku ya tadi oke tahu itu modus maci ya;,,,
8450,katanya iya yen rt memangnya kemarin berkabut ya tidak-kbut lagi y -_-rt pagi yang cerah ~,,,
8451,sudah punya saya cha mending kamu kasih gigih wk,,,
8452,hu bong wae nga bhongan saya benar besok saya ke jakarta,,,
8453,Err:509,,,
8454,dak di tembak doai dak benar nian yola gek langsung ompong kamu ka idak lah o paleng demem sem,,,
8455,mana yang lebih murah ! � [pic] —,,,
8456,sayang sangat ticks cancel nih,,,
8457,astagfirulah☹ masih pagi sudah merasakan luar biasa sakit kaya gini,,,
8458,wah kacau - - tidak-ada sih :-p,,,
8459,nana lagi di jalan sabar y malam mingu podho ngopo kie nek #admin nungu tamu tak diundang tapi kok ra ono sg teko,,,
8460,malu kamu sama t t kamu tuh! apa-apa nyindir di twiter kaya cewek wkwk! pakai beha saja kamu situ,,,
8461,makan dulu lumayan di traktir wkwk melo di raso),,,
8462,ah jahat ya dia dihatinya cewek lagi nyangkut dimana sih!,,,
8463,wkwkwkwk terbahak-bahak sumpah indonesia film horornya itu mah tidak-seram orang setanya semok2 semua,,,
8464,kapan jakarta tidak-macet -_-',,,
8465,nasib karyawan kecil [pic] —,,,
8466,belum dek hahaha kalian kapan libur mending kamu yang ke medan kan mantap dia haha,,,
8467,kasih sayang alah bisa membuat orang tidak-memerlukan apapun (yahya bin mu'adz),,,
8468,nonton yuk ada film bagus nih fast and furious,,,
8469,alhamdulilah beb : enaknya semalam klepaeran paginya berlimpah (‾▽‾) pagi ini dapat dua srapan gratis prtma sere,,,
8470,iya siap bos ya sudah aku tidur yah papay besok aku bm kalau sudah bangun ya{}rt iya kamu juga ya sayang ♥ i,,,
8471,waktumu telah habis subur ! kamu akan mendapatkan balasan nanti demi maf pak pembayaran harus,,,
8472,lempar bom! mau dong usus'a juga boleh:drt aku sudah kenyang makan ati kamu masih mau minta jantung nia_sajah:,,,
8473,robinson cibinong dan jam 10% ampuh dimana dan jam berapa,,,
8474,kirain tidak-ki di website 25-_- pengumumanya di25 wulanardht: kenapa jam jadi lama sekali,,,
8475,iya betul akhirnya elu bisa rasain apa yang kita rasain sakit tahu gak! :d,,,
8476,astaghfirulah byk2 dzikir ceu bae2 kentang pelish luh itu sudah dket2 ke arah yang lw tuju pe nish#yah salah ketik saya,,,
8477,tadi tuh sempet shock pas mtk -_-,,,
8478,kalaupun saya tidak-serius sama dia ngapain saya bertahan sampai hari ini !,,,
8479,sayang #jujurya kamu sayang tidak-sama pacar kamu,,,
8480,hahaha yakin dimainin saja ngaku saja dimakan juga kan :),,,
8481,bukan di dukun → kalau mau buat surat keterangan sehat dimana ya,,,
8482,lagi kelayaban bingung menjadi penganguran sesat hahaha (at kebon jahe) —,,,
8483,fix!rt firasat cewek sama cowok yang dia sayang itu kuat banget!,,,
8484,selamat pagi semoga hpnya tidak-rusak,,,
8485,peace ta :d i anti ko nakal -_- pasti itu ta tapi emgny kamu punya kper hahaha :d brbr,,,
8486,berdosa,,,
8487,makasih sayang : amin ya alah tapi besok kamu pokonye harus datang ye tidak-mau tahu :),,,
8488,m sebutdalamhati fahmi♥rt kokoh jaduh{}♥,,,
8489,ini julio sma oka kalau buka macbok pasti main games apa tidak-nonton video hantu kalau tidak-nonton video siksa dalam kubur dsar oces-_-,,,
8490,kamu yang curang :p,,,
8491,nga nga kenapa ko aku baik baik saja hahah kenapa -_- wew (cont),,,
8492,iyo mas amin :d sing penting sehat mas kembar mas lanang wedok alhamdulilah,,,
8493,copas dari mana ki dari tadi kata2�ya bijak terus :p kadang kita lebih baik tidak-punya,,,
8494,ye berak sember yu sudah tahu tangan saya nglambai salah elu ngapain ikuti orang pakai jas ujan wkwk,,,
8495,sudah ini mah lengkap saja,,,
8496,iah sama gigi :) amin terima kasih la ela doain dari sini yah biar lancar smw'y :) amin_,,,
8497,ha memang ngapain juga saya juga tidak-mau slingkuh sama kamu : menghormati kan asek�,,,
8498,boleh kok iri bahkan iri bisa jadi penyemangat supaya kita bisa lebih baik yang ditiru 'cantik'nya ya jangan 'bego'nya #pembenaran,,,
8499,:iya lama sangat oh dari mama lomba olah raga bukan silat ni,,,
8500,sbab tuhan baik sbab tuhan baik thank you my lord jesus pulo gebang permai blok c4/26),,,
8501,cinta makan noh cinta pakai sambal sekalian biar pedas wkwk,,,
8502,wekend berasa cepat kangen kamu (at joging park kelapa gading) [pic] —,,,
8503,dalam jangka waktu hari kali ke sini x) (at waroeng spesial sambal s ) —,,,
8504,badmod parah >_<,,,
8505,ngantuknya spektakuler (at pt adi sarana armada (finance dept) —,,,
8506,cinta itu tidak-rumit memberi tanpa pamrih itulah cinta (at the secret place (iben's rom) —,,,
8507,bodo saya kesal pakai banget!,,,
8508,mihihihihi iya saya yang kena omel bu lis :') ingat waktu bulis ultah sok jadi anak cabut :'),,,
8509,stres haha bukan nyet hutan amazon :d hutan rimba yah wkwkw (cont),,,
8510,huruf tidak-jelas begitu apa yang mau di plajarin kamu jangan menuduh saya lah kalau saya nyontek saya lelah dengan semua tuduhan ini~,,,
8511,jeung sa�stuna sing saha anu sabar turta jembar hampurana sa�stuna anu karitu t�h diantara perkara-perkara anu had� (qs asy-sy�r� : 43),,,
8512,snitchnya keren gabong,,,
8513,aku sudah bisa split sambil lompat belajar pas di rc,,,
8514,hari ini hari terakhir pakai hp ini! •_•,,,
8515,tak kira kamu ultah tenanan bin - makasih aunty huhuhu selamat ulangtahun keponakanku : #gemes,,,
8516,kaya janu kamu ah lantas lantasan,,,
8517,lagi coba resep2 yang ada d belakang bungkus royco ternyata enak dan gampang2 bahanya #soupoyongmisoa :9,,,
8518,thankis for today! & cant say thanks enough alah for the gift that u gave fr me alhamdulilah selamat malam:),,,
8519,hujan romantis loh pak,,,
8520,men robinson ramai amat,,,
8521,doloe hush tapi dulu cinta kan haha memang setan setan kali (cont),,,
8522,cukup tahu saja sudah liat ending nya saja bagaimana,,,
8523,akunya pakai epf selamat pagi,,,
8524,krik krik krik hp sepi amat sih!-_-,,,
8525,apa namanya aplikasi penganti gogle talk ini secara bertahap diberikan pada semua penguna android baik smartphone maupun,,,
8526,jujur ya belum ada yang bisa gantin posisi kamu sampai skrg☹iya kamu emha kamu !☺♥,,,
8527,ceban sudah tidak-tingal ni ~ wanjai goceng sini ini tidak-salah ni folow saya mimisan,,,
8528,kenyang tapi lapar gimana tuh� (at ayam bakar kalasan (rasamala) —,,,
8529,gatau lin keputusan masih sama orang kantor benar dirolout din hahaha saya di rolout nih kayaknya,,,
8530,jadi anak bandel itu jangan tangung2 kalau ada orang lewat lemparin bawang merah itu skoy,,,
8531,sampai rumah malah kelaparan dan di rumah pun ternyata tidak-ada makanan nasib nasib makan angin… (at my kingdom) —,,,
8532,haha ngapain juga curhat sama orang yang lagi kelaparan ),,,
8533,cari obat malah nyasar kesini mau nonton man of stel tapi penuh what a life (with ryan at —,,,
8534,sakit nya sakitnya oh sakitnya~,,,
8535,folow up saja pakai bendera merah kaya di email b-),,,
8536,berbicara jorok must be done !,,,
8537,kuliah itu tidak-perlu cepet2 selesai daripada cepat selesai tapi nilai jelek cepat jadi penganguran… —,,,
8538,beli ah~ kamu beli den rt keren cover vcd our scholnya itu,,,
8539,salah pnyebabnya pun karena adicted to choir sat ini ingn coba join choir d xternal but depend on my ability serta background s choir tersebut,,,
8540,setelahnya aku berhenti mencari meski di hati menagih ceritamu semampuku membangun tembok kokoh untuk berlindung dari gempuran perasan,,,
8541,biar kita butut kita tidak-pernah degradasi kita tidak-pernah wo eh juga kalau bilang kita butut liat ranking club kita di fifa atau co,,,
8542,beli kepala baru dimana ya mau ganti nih pusing,,,
8543,pesta kecil an :) (at sebuah kotak kecil yang nyaman) [pic] —,,,
8544,tidak-modal njir kadonya cukup doa wakaka uhuk kasih kado (cont),,,
8545,oke kaka be positive ya iza hehe kok tidak-nelpon lagi ya sudah tidur mungkin ya tidur juga deh :o,,,
8546,(∩_∩) hahaha jangan di gangu kalau orang lagi senang apacih ka eci;3 ->,,,
8547,enak yang sudah kti mksi ya putri sayang,,,
8548,kata-kata terakhir bob marley kepada putranya zigy yaitu uang tidak-bisa membeli kehidupan,,,
8549,tidak-nyebut merek saya mah! tenang saja udah~ tidak-usah nyebut namanya :/ kayaknya saya tahu siapa yang,,,
8550,cuma kaya gini mah bakal aku bantu ko :'),,,
8551,iya tahu tuh koko aku :( jahat amat huh u u,,,
8552,makasih juga ya cantik buat traktiranya~ mwah :,,,
8553,iye artis jalur naga kaya tante key wkwk hahaha artis jalur naga becek belok haha bikin dong bikin haha,,,
8554,iya tapi sekarang sudah kenyang downk hehert lah saman lapar,,,
8555,jangan begitu teman ;) kita semua kan teman ;d songong kan bm saya tidak-diread! oke fix kita bukan teman,,,
8556,senin & hujan☔ selamat deh tshay!,,,
8557,pendek jelek ngeselin cerewet,,,
8558,panik panik panik,,,
8559,iya katanya ulangan pergi demi agama juga pergi semua untung besok pergi semua,,,
8560,i'm at masjid agung sunda kelapa (jakarta pusat dki jakarta),,,
8561,ramai sudah lau berbohong lagi kan kamu sudah janji mau kemari siapa saja han saya ngantukrt ramai lip sini lah,,,
8562,hahaha pagi beby aku yang hatinya (mungkin) agak berantakan (�✣�),,,
8563,salah itu dilarang pipis dibotol artinye!,,,
8564,jadi keinget taun lalu rela lari dari rumah ke warnet demi ngeliat pengumuman snmptn dan hasilnya tidak-mengecewakan :d,,,
8565,jiahahah :d bisa saja riri sabar ya yang lagi galau :p ups,,,
8566,jadikan kesalahan dari pelajaran,,,
8567,selalu sabar : yaudah ditungu keserangnya asal jan pas saya enga megang duit ja loh haha,,,
8568,mirip kereta dong kalau panjang xd,,,
8569,sepi _,,,
8570,pagi ibu yang selalu gagal dalam meminta restu kepada mama tercinta tg percintan ibu sama pcrnya pagi!:,,,
8571,halo;) gutnait peri yang selalu tersenyum cantik {},,,
8572,adem benar ♫ if you could se you (through my eyes) by keny latimore —,,,
8573,sudah memang kamu sudah dewasa :o kenapa nah! memang kamu sudah deh,,,
8574,staga parah wkwk cye elah jadi buronan wkwkwk,,,
8575,oh itu pasti macanya trio ya yang terobsesi jadi perhatian banyak orang dengan goyang gergaji haha ah boleh kalau begitu dipengal,,,
8576,enak sekali -_-,,,
8577,iya enga sayang :- enga poh :-p,,,
8578,hehehe enga sih sudah lama oiya bagaimana dapat nilai berapa mau masuk mana,,,
8579,duh ni langit mending kaya rambutnya raditya dika lol,,,
8580,mati kamu mbut ini diablo ada kardus mau diapain neh,,,
8581,tfb uber facebook tidak-bisa ganti dp lengkap semua di b ini,,,
8582,ceria mart indomart lote mart haha (cont),,,
8583,serius du b chanel,,,
8584,pengen ngumpul ama bocah jelek tapi gabung saja deh bareng hihi,,,
8585,sabar dian juni pulang :'),,,
8586,rasanya enak � � (with at [pic] —,,,
8587,wakaka pemikiranya fuad gini nih yaudah mingu depan saja yang jelas _,,,
8588,kebanyakan pria yang berotot itu tidak-lepas dari yang namanya tato makanya tidak-sabar sekali mau nonton film-nya,,,
8589,orang yang lemah adalah orang yang tidak-bisa mencari teman namun yang lebih parah adalah ketika banyak teman namun disia siakan,,,
8590,oiya nanti malam insyalah ada kajian khusus muslimah dont 4get,,,
8591,semakin baik manusia semakin banyak pula ujian dan cobanya,,,
8592,bangetz _ rt sabar ya tin mau ke pasar malam naik kincir angin tapi ujan u u,,,
8593,bahagia luar biasa ketika jam segini sudah di kost tidak-ada yang lagi di kerjain dan besok hanya sesi mari istirahat lebih cepat :d,,,
8594,kamu kok senang sekali sih ikuti punyaku :),,,
8595,belum tahu reaksi ciar sama sasa mereka tu yang jahat ini kan cuma kaget,,,
8596,terima kasih sayang � hapy monthsary ka longlove☺,,,
8597,ye dapat skl tapi ujungnya tidak-enak mesti… (at universitas persada indonesia y a i fakultas ekonomi) [pic] —,,,
8598,hm agak aneh juga sih :p nama personil super girlies tapi lupa jumlahnya wkwk aneh ya _ v,,,
8599,orang nikung itu jelas langeng orang dia sudah tahu sela kesalahanya dimana haha,,,
8600,belum selamat malam hati yang menungu belum ketemu sama titik jemu,,,
8601,benar ni sesunguhnya cari pacar tapi hati masih ke mantan itu adalah sebuah tindakan yang sia-sia,,,
8602,lebih tepatnya mati suri haha hahah hibernasi,,,
8603,duh jauh deh jauh sama selena :'),,,
8604,oke deh mau berapa kilo,,,
8605,it's a girl! (with agung and,,,
8606,dasar setan bikin kesal saja buat saya batal!,,,
8607,pending sudah bay bis kamu alay (�_� ),,,
8608,ywd besok jumat ni' sekalian karokean bisa kali' yuk makan2 kita ngumpul dong kamu mah sibuk terus ta hehe,,,
8609,oke bos guide lusa yah besok ogut mau holiday dulu :p,,,
8610,salah nilai plusnya boleh � di dalam � [pic] —,,,
